"Election_Date","Election_Type","Parliament","Province_Territory","Constituency","Combined_Key","Expected_Candidates","Expected_DM"
1974-07-08,"General","30","Quebec","Lévis","1974-07-08, Lévis, Quebec",4,1
1974-07-08,"General","30","Quebec","Longueuil","1974-07-08, Longueuil, Quebec",7,1
1974-07-08,"General","30","Quebec","Lotbinière","1974-07-08, Lotbinière, Quebec",4,1
1974-07-08,"General","30","Quebec","Louis-Hébert","1974-07-08, Louis-Hébert, Quebec",5,1
1974-07-08,"General","30","Quebec","Maisonneuve--Rosemont","1974-07-08, Maisonneuve--Rosemont, Quebec",6,1
1974-07-08,"General","30","Quebec","Manicouagan","1974-07-08, Manicouagan, Quebec",4,1
1974-07-08,"General","30","Quebec","Matane","1974-07-08, Matane, Quebec",4,1
1974-07-08,"General","30","Quebec","Mercier","1974-07-08, Mercier, Quebec",6,1
1974-07-08,"General","30","Quebec","Montmorency","1974-07-08, Montmorency, Quebec",6,1
1974-07-08,"General","30","Quebec","Montreal--Bourassa","1974-07-08, Montreal--Bourassa, Quebec",7,1
1974-07-08,"General","30","Quebec","Mount Royal","1974-07-08, Mount Royal, Quebec",6,1
1974-07-08,"General","30","Quebec","Notre-Dame-de-Grâce","1974-07-08, Notre-Dame-de-Grâce, Quebec",4,1
1974-07-08,"General","30","Quebec","Outremont","1974-07-08, Outremont, Quebec",6,1
1974-07-08,"General","30","Quebec","Papineau","1974-07-08, Papineau, Quebec",6,1
1974-07-08,"General","30","Quebec","Pontiac","1974-07-08, Pontiac, Quebec",4,1
1974-07-08,"General","30","Quebec","Portneuf","1974-07-08, Portneuf, Quebec",4,1
1974-07-08,"General","30","Quebec","Québec-Est","1974-07-08, Québec-Est, Quebec",5,1
1974-07-08,"General","30","Quebec","Richelieu","1974-07-08, Richelieu, Quebec",4,1
1974-07-08,"General","30","Quebec","Richmond","1974-07-08, Richmond, Quebec",4,1
1974-07-08,"General","30","Quebec","Rimouski","1974-07-08, Rimouski, Quebec",6,1
1974-07-08,"General","30","Quebec","Rivière-du-Loup--Témiscouata","1974-07-08, Rivière-du-Loup--Témiscouata, Quebec",5,1
1974-07-08,"General","30","Quebec","Roberval","1974-07-08, Roberval, Quebec",4,1
1974-07-08,"General","30","Quebec","Saint-Denis","1974-07-08, Saint-Denis, Quebec",6,1
1974-07-08,"General","30","Quebec","Saint-Henri","1974-07-08, Saint-Henri, Quebec",6,1
1974-07-08,"General","30","Quebec","Saint-Hyacinthe","1974-07-08, Saint-Hyacinthe, Quebec",5,1
1974-07-08,"General","30","Quebec","Saint-Jacques","1974-07-08, Saint-Jacques, Quebec",7,1
1974-07-08,"General","30","Quebec","Saint-Jean","1974-07-08, Saint-Jean, Quebec",7,1
1974-07-08,"General","30","Quebec","Saint-Maurice","1974-07-08, Saint-Maurice, Quebec",5,1
1974-07-08,"General","30","Quebec","Saint-Michel","1974-07-08, Saint-Michel, Quebec",6,1
1974-07-08,"General","30","Quebec","Sainte-Marie","1974-07-08, Sainte-Marie, Quebec",5,1
1974-07-08,"General","30","Quebec","Shefford","1974-07-08, Shefford, Quebec",4,1
1974-07-08,"General","30","Quebec","Sherbrooke","1974-07-08, Sherbrooke, Quebec",6,1
1974-07-08,"General","30","Quebec","Témiscamingue","1974-07-08, Témiscamingue, Quebec",4,1
1974-07-08,"General","30","Quebec","Terrebonne","1974-07-08, Terrebonne, Quebec",6,1
1974-07-08,"General","30","Quebec","Trois-Rivières Métropolitain","1974-07-08, Trois-Rivières Métropolitain, Quebec",5,1
1974-07-08,"General","30","Quebec","Vaudreuil","1974-07-08, Vaudreuil, Quebec",5,1
1974-07-08,"General","30","Quebec","Verdun","1974-07-08, Verdun, Quebec",5,1
1974-07-08,"General","30","Quebec","Villeneuve","1974-07-08, Villeneuve, Quebec",4,1
1974-07-08,"General","30","Quebec","Westmount","1974-07-08, Westmount, Quebec",5,1
1974-07-08,"General","30","Newfoundland and Labrador","Bonavista--Trinity--Conception","1974-07-08, Bonavista--Trinity--Conception, Newfoundland and Labrador",3,1
1974-07-08,"General","30","Newfoundland and Labrador","Burin--Burgeo","1974-07-08, Burin--Burgeo, Newfoundland and Labrador",3,1
1974-07-08,"General","30","Newfoundland and Labrador","Gander--Twillingate","1974-07-08, Gander--Twillingate, Newfoundland and Labrador",3,1
1974-07-08,"General","30","Newfoundland and Labrador","Grand Falls--White Bay--Labrador","1974-07-08, Grand Falls--White Bay--Labrador, Newfoundland and Labrador",3,1
1974-07-08,"General","30","Newfoundland and Labrador","Humber--St. George's--St. Barbe","1974-07-08, Humber--St. George's--St. Barbe, Newfoundland and Labrador",3,1
1974-07-08,"General","30","Newfoundland and Labrador","St. John's East","1974-07-08, St. John's East, Newfoundland and Labrador",4,1
1974-07-08,"General","30","Newfoundland and Labrador","St. John's West","1974-07-08, St. John's West, Newfoundland and Labrador",4,1
1974-07-08,"General","30","New Brunswick","Carleton--Charlotte","1974-07-08, Carleton--Charlotte, New Brunswick",3,1
1974-07-08,"General","30","New Brunswick","Fundy--Royal","1974-07-08, Fundy--Royal, New Brunswick",4,1
1974-07-08,"General","30","New Brunswick","Gloucester","1974-07-08, Gloucester, New Brunswick",4,1
1974-07-08,"General","30","New Brunswick","Madawaska--Victoria","1974-07-08, Madawaska--Victoria, New Brunswick",3,1
1974-07-08,"General","30","New Brunswick","Moncton","1974-07-08, Moncton, New Brunswick",5,1
1974-07-08,"General","30","New Brunswick","Northumberland--Miramichi","1974-07-08, Northumberland--Miramichi, New Brunswick",4,1
1974-07-08,"General","30","New Brunswick","Restigouche","1974-07-08, Restigouche, New Brunswick",4,1
1974-07-08,"General","30","New Brunswick","Saint John--Lancaster","1974-07-08, Saint John--Lancaster, New Brunswick",4,1
1974-07-08,"General","30","New Brunswick","Westmorland--Kent","1974-07-08, Westmorland--Kent, New Brunswick",4,1
1974-07-08,"General","30","New Brunswick","York--Sunbury","1974-07-08, York--Sunbury, New Brunswick",3,1
1974-07-08,"General","30","Nova Scotia","Annapolis Valley","1974-07-08, Annapolis Valley, Nova Scotia",5,1
1974-07-08,"General","30","Nova Scotia","Cape Breton--East Richmond","1974-07-08, Cape Breton--East Richmond, Nova Scotia",3,1
1974-07-08,"General","30","Nova Scotia","Cape Breton--The Sydneys","1974-07-08, Cape Breton--The Sydneys, Nova Scotia",3,1
1974-07-08,"General","30","Nova Scotia","Cape Breton Highlands--Canso","1974-07-08, Cape Breton Highlands--Canso, Nova Scotia",3,1
1974-07-08,"General","30","Nova Scotia","Central Nova","1974-07-08, Central Nova, Nova Scotia",4,1
1974-07-08,"General","30","Nova Scotia","Cumberland--Colchester North","1974-07-08, Cumberland--Colchester North, Nova Scotia",4,1
1974-07-08,"General","30","Nova Scotia","Dartmouth--Halifax East","1974-07-08, Dartmouth--Halifax East, Nova Scotia",5,1
1974-07-08,"General","30","Nova Scotia","Halifax","1974-07-08, Halifax, Nova Scotia",5,1
1974-07-08,"General","30","Nova Scotia","Halifax--East Hants","1974-07-08, Halifax--East Hants, Nova Scotia",5,1
1974-07-08,"General","30","Nova Scotia","South Shore","1974-07-08, South Shore, Nova Scotia",4,1
1974-07-08,"General","30","Nova Scotia","South Western Nova","1974-07-08, South Western Nova, Nova Scotia",4,1
1974-07-08,"General","30","Prince Edward Island","Cardigan","1974-07-08, Cardigan, Prince Edward Island",4,1
1974-07-08,"General","30","Prince Edward Island","Egmont","1974-07-08, Egmont, Prince Edward Island",3,1
1974-07-08,"General","30","Prince Edward Island","Hillsborough","1974-07-08, Hillsborough, Prince Edward Island",3,1
1974-07-08,"General","30","Prince Edward Island","Malpeque","1974-07-08, Malpeque, Prince Edward Island",3,1
1974-07-08,"General","30","Yukon","Yukon","1974-07-08, Yukon, Yukon",3,1
1974-07-08,"General","30","Northwest Territories","Northwest Territories","1974-07-08, Northwest Territories, Northwest Territories",3,1
1975-10-14,"By-Election","30","Quebec","Hochelaga","1975-10-14, Hochelaga, Quebec",7,1
1975-10-14,"By-Election","30","New Brunswick","Restigouche","1975-10-14, Restigouche, New Brunswick",4,1
1976-10-18,"By-Election","30","Ontario","Ottawa--Carleton","1976-10-18, Ottawa--Carleton, Ontario",5,1
1976-10-18,"By-Election","30","Newfoundland and Labrador","St. John's West","1976-10-18, St. John's West, Newfoundland and Labrador",3,1
1977-05-24,"By-Election","30","Quebec","Langelier","1977-05-24, Langelier, Quebec",7,1
1977-05-24,"By-Election","30","Quebec","Louis-Hébert","1977-05-24, Louis-Hébert, Quebec",4,1
1977-05-24,"By-Election","30","Quebec","Terrebonne","1977-05-24, Terrebonne, Quebec",7,1
1977-05-24,"By-Election","30","Quebec","Verdun","1977-05-24, Verdun, Quebec",6,1
1977-05-24,"By-Election","30","Prince Edward Island","Malpeque","1977-05-24, Malpeque, Prince Edward Island",4,1
1978-10-16,"By-Election","30","British Columbia","Burnaby--Richmond--Delta","1978-10-16, Burnaby--Richmond--Delta, British Columbia",5,1
1978-10-16,"By-Election","30","Manitoba","St. Boniface","1978-10-16, St. Boniface, Manitoba",6,1
1978-10-16,"By-Election","30","Ontario","Broadview","1978-10-16, Broadview, Ontario",4,1
1978-10-16,"By-Election","30","Ontario","Eglinton","1978-10-16, Eglinton, Ontario",3,1
1978-10-16,"By-Election","30","Ontario","Hamilton--Wentworth","1978-10-16, Hamilton--Wentworth, Ontario",4,1
1978-10-16,"By-Election","30","Ontario","Ottawa Centre","1978-10-16, Ottawa Centre, Ontario",4,1
1978-10-16,"By-Election","30","Ontario","Parkdale","1978-10-16, Parkdale, Ontario",4,1
1978-10-16,"By-Election","30","Ontario","Rosedale","1978-10-16, Rosedale, Ontario",6,1
1978-10-16,"By-Election","30","Ontario","York--Scarborough","1978-10-16, York--Scarborough, Ontario",5,1
1978-10-16,"By-Election","30","Quebec","Lotbinière","1978-10-16, Lotbinière, Quebec",4,1
1978-10-16,"By-Election","30","Quebec","Saint-Hyacinthe","1978-10-16, Saint-Hyacinthe, Quebec",4,1
1978-10-16,"By-Election","30","Quebec","Westmount","1978-10-16, Westmount, Quebec",4,1
1978-10-16,"By-Election","30","Newfoundland and Labrador","Humber--St. George's--St. Barbe","1978-10-16, Humber--St. George's--St. Barbe, Newfoundland and Labrador",3,1
1978-10-16,"By-Election","30","New Brunswick","Fundy--Royal","1978-10-16, Fundy--Royal, New Brunswick",3,1
1978-10-16,"By-Election","30","Nova Scotia","Halifax--East Hants","1978-10-16, Halifax--East Hants, Nova Scotia",4,1
1979-05-22,"General","31","British Columbia","Burnaby","1979-05-22, Burnaby, British Columbia",3,1
1979-05-22,"General","31","British Columbia","Capilano","1979-05-22, Capilano, British Columbia",4,1
1979-05-22,"General","31","British Columbia","Cariboo--Chilcotin","1979-05-22, Cariboo--Chilcotin, British Columbia",4,1
1979-05-22,"General","31","British Columbia","Comox--Powell River","1979-05-22, Comox--Powell River, British Columbia",4,1
1979-05-22,"General","31","British Columbia","Cowichan--Malahat--The Islands","1979-05-22, Cowichan--Malahat--The Islands, British Columbia",5,1
1979-05-22,"General","31","British Columbia","Esquimalt--Saanich","1979-05-22, Esquimalt--Saanich, British Columbia",4,1
1979-05-22,"General","31","British Columbia","Fraser Valley East","1979-05-22, Fraser Valley East, British Columbia",4,1
1979-05-22,"General","31","British Columbia","Fraser Valley West","1979-05-22, Fraser Valley West, British Columbia",5,1
1979-05-22,"General","31","British Columbia","Kamloops--Shuswap","1979-05-22, Kamloops--Shuswap, British Columbia",3,1
1979-05-22,"General","31","British Columbia","Kootenay East--Revelstoke","1979-05-22, Kootenay East--Revelstoke, British Columbia",3,1
1979-05-22,"General","31","British Columbia","Kootenay West","1979-05-22, Kootenay West, British Columbia",4,1
1979-05-22,"General","31","British Columbia","Mission--Port Moody","1979-05-22, Mission--Port Moody, British Columbia",4,1
1979-05-22,"General","31","British Columbia","Nanaimo--Alberni","1979-05-22, Nanaimo--Alberni, British Columbia",5,1
1979-05-22,"General","31","British Columbia","New Westminster--Coquitlam","1979-05-22, New Westminster--Coquitlam, British Columbia",5,1
1979-05-22,"General","31","British Columbia","North Vancouver--Burnaby","1979-05-22, North Vancouver--Burnaby, British Columbia",7,1
1979-05-22,"General","31","British Columbia","Okanagan--Similkameen","1979-05-22, Okanagan--Similkameen, British Columbia",4,1
1979-05-22,"General","31","British Columbia","Okanagan North","1979-05-22, Okanagan North, British Columbia",3,1
1979-05-22,"General","31","British Columbia","Prince George--Bulkley Valley","1979-05-22, Prince George--Bulkley Valley, British Columbia",4,1
1979-05-22,"General","31","British Columbia","Prince George--Peace River","1979-05-22, Prince George--Peace River, British Columbia",3,1
1979-05-22,"General","31","British Columbia","Richmond--South Delta","1979-05-22, Richmond--South Delta, British Columbia",5,1
1979-05-22,"General","31","British Columbia","Skeena","1979-05-22, Skeena, British Columbia",5,1
1979-05-22,"General","31","British Columbia","Surrey--White Rock--North Delta","1979-05-22, Surrey--White Rock--North Delta, British Columbia",5,1
1979-05-22,"General","31","British Columbia","Vancouver Centre","1979-05-22, Vancouver Centre, British Columbia",6,1
1979-05-22,"General","31","British Columbia","Vancouver East","1979-05-22, Vancouver East, British Columbia",6,1
1979-05-22,"General","31","British Columbia","Vancouver Kingsway","1979-05-22, Vancouver Kingsway, British Columbia",5,1
1979-05-22,"General","31","British Columbia","Vancouver Quadra","1979-05-22, Vancouver Quadra, British Columbia",6,1
1979-05-22,"General","31","British Columbia","Vancouver South","1979-05-22, Vancouver South, British Columbia",4,1
1979-05-22,"General","31","British Columbia","Victoria","1979-05-22, Victoria, British Columbia",4,1
1979-05-22,"General","31","Alberta","Athabasca","1979-05-22, Athabasca, Alberta",1,1
1979-05-22,"General","31","Alberta","Bow River","1979-05-22, Bow River, Alberta",4,1
1979-05-22,"General","31","Alberta","Calgary Centre","1979-05-22, Calgary Centre, Alberta",6,1
1979-05-22,"General","31","Alberta","Calgary East","1979-05-22, Calgary East, Alberta",7,1
1979-05-22,"General","31","Alberta","Calgary North","1979-05-22, Calgary North, Alberta",4,1
1979-05-22,"General","31","Alberta","Calgary South","1979-05-22, Calgary South, Alberta",5,1
1979-05-22,"General","31","Alberta","Calgary West","1979-05-22, Calgary West, Alberta",5,1
1979-05-22,"General","31","Alberta","Crowfoot","1979-05-22, Crowfoot, Alberta",3,1
1979-05-22,"General","31","Alberta","Edmonton--Strathcona","1979-05-22, Edmonton--Strathcona, Alberta",5,1
1979-05-22,"General","31","Alberta","Edmonton East","1979-05-22, Edmonton East, Alberta",5,1
1979-05-22,"General","31","Alberta","Edmonton North","1979-05-22, Edmonton North, Alberta",4,1
1979-05-22,"General","31","Alberta","Edmonton South","1979-05-22, Edmonton South, Alberta",3,1
1979-05-22,"General","31","Alberta","Edmonton West","1979-05-22, Edmonton West, Alberta",5,1
1979-05-22,"General","31","Alberta","Lethbridge--Foothills","1979-05-22, Lethbridge--Foothills, Alberta",5,1
1979-05-22,"General","31","Alberta","Medicine Hat","1979-05-22, Medicine Hat, Alberta",4,1
1979-05-22,"General","31","Alberta","Peace River","1979-05-22, Peace River, Alberta",3,1
1979-05-22,"General","31","Alberta","Pembina","1979-05-22, Pembina, Alberta",3,1
1979-05-22,"General","31","Alberta","Red Deer","1979-05-22, Red Deer, Alberta",4,1
1979-05-22,"General","31","Alberta","Vegreville","1979-05-22, Vegreville, Alberta",4,1
1979-05-22,"General","31","Alberta","Wetaskiwin","1979-05-22, Wetaskiwin, Alberta",3,1
1979-05-22,"General","31","Alberta","Yellowhead","1979-05-22, Yellowhead, Alberta",5,1
1979-05-22,"General","31","Saskatchewan","Assiniboia","1979-05-22, Assiniboia, Saskatchewan",4,1
1979-05-22,"General","31","Saskatchewan","Humboldt--Lake Centre","1979-05-22, Humboldt--Lake Centre, Saskatchewan",4,1
1979-05-22,"General","31","Saskatchewan","Kindersley--Lloydminster","1979-05-22, Kindersley--Lloydminster, Saskatchewan",3,1
1979-05-22,"General","31","Saskatchewan","Mackenzie","1979-05-22, Mackenzie, Saskatchewan",4,1
1979-05-22,"General","31","Saskatchewan","Moose Jaw","1979-05-22, Moose Jaw, Saskatchewan",4,1
1979-05-22,"General","31","Saskatchewan","Prince Albert","1979-05-22, Prince Albert, Saskatchewan",3,1
1979-05-22,"General","31","Saskatchewan","Qu'Appelle--Moose Mountain","1979-05-22, Qu'Appelle--Moose Mountain, Saskatchewan",3,1
1979-05-22,"General","31","Saskatchewan","Regina East","1979-05-22, Regina East, Saskatchewan",6,1
1979-05-22,"General","31","Saskatchewan","Regina West","1979-05-22, Regina West, Saskatchewan",5,1
1979-05-22,"General","31","Saskatchewan","Saskatoon East","1979-05-22, Saskatoon East, Saskatchewan",5,1
1979-05-22,"General","31","Saskatchewan","Saskatoon West","1979-05-22, Saskatoon West, Saskatchewan",6,1
1979-05-22,"General","31","Saskatchewan","Swift Current--Maple Creek","1979-05-22, Swift Current--Maple Creek, Saskatchewan",3,1
1979-05-22,"General","31","Saskatchewan","The Battlefords--Meadow Lake","1979-05-22, The Battlefords--Meadow Lake, Saskatchewan",4,1
1979-05-22,"General","31","Saskatchewan","Yorkton--Melville","1979-05-22, Yorkton--Melville, Saskatchewan",4,1
1979-05-22,"General","31","Manitoba","Brandon--Souris","1979-05-22, Brandon--Souris, Manitoba",4,1
1979-05-22,"General","31","Manitoba","Churchill","1979-05-22, Churchill, Manitoba",3,1
1979-05-22,"General","31","Manitoba","Dauphin","1979-05-22, Dauphin, Manitoba",3,1
1979-05-22,"General","31","Manitoba","Lisgar","1979-05-22, Lisgar, Manitoba",3,1
1979-05-22,"General","31","Manitoba","Portage--Marquette","1979-05-22, Portage--Marquette, Manitoba",5,1
1979-05-22,"General","31","Manitoba","Provencher","1979-05-22, Provencher, Manitoba",3,1
1979-05-22,"General","31","Manitoba","Selkirk--Interlake","1979-05-22, Selkirk--Interlake, Manitoba",3,1
1979-05-22,"General","31","Manitoba","St. Boniface","1979-05-22, St. Boniface, Manitoba",5,1
1979-05-22,"General","31","Manitoba","Winnipeg--Assiniboine","1979-05-22, Winnipeg--Assiniboine, Manitoba",5,1
1979-05-22,"General","31","Manitoba","Winnipeg--Birds Hill","1979-05-22, Winnipeg--Birds Hill, Manitoba",5,1
1979-05-22,"General","31","Manitoba","Winnipeg--Fort Garry","1979-05-22, Winnipeg--Fort Garry, Manitoba",6,1
1979-05-22,"General","31","Manitoba","Winnipeg--St. James","1979-05-22, Winnipeg--St. James, Manitoba",4,1
1979-05-22,"General","31","Manitoba","Winnipeg North","1979-05-22, Winnipeg North, Manitoba",5,1
1979-05-22,"General","31","Manitoba","Winnipeg North Centre","1979-05-22, Winnipeg North Centre, Manitoba",5,1
1979-05-22,"General","31","Ontario","Algoma","1979-05-22, Algoma, Ontario",4,1
1979-05-22,"General","31","Ontario","Beaches","1979-05-22, Beaches, Ontario",8,1
